RespondentID,Consent,Age,Gender,Education,Single,Dating1,Dating2,Married,Divorced,Widowed,Cohabiting,Engaged,Household,Ethnicity,EthnicityOther,Language,LanguageOther,EnglishFluency,Income,IncomeOther,Height,HeightMetres,Weight,WeightKilos,BMI,BIAAQ1,BIAAQ2,BIAAQ3,BIAAQ4,BIAAQ5,BIAAQ6,BIAAQ7,BIAAQ8,BIAAQ9,BIAAQ10,BIAAQ11,BIAAQ12
4198493860,1,29,1,1,,,,1,,,,,6,0,Caucasian,1,,7,5,,5 ft 0 inch,1.52,165,74.84,32.22,2,3,3,1,2,7,1,2,1,1,3,1
4198493930,1,47,1,6,1,,,,,,,,1,2,,1,,7,6,,5'4,1.63,280,127.01,48.06,5,4,5,4,4,4,4,5,5,5,4,5
4198494645,1,31,1,4,1,,,,,,,,2,4,,1,,7,1,,5'9,1.75,165,74.84,24.37,4,5,4,3,3,4,3,7,2,4,2,4
4198496756,1,30,1,3,,,,1,1,,,,3,0,White,1,,7,6,,62,1.88,155,70.31,19.9,3,2,3,3,2,3,2,2,2,3,2,3
4198496857,1,46,1,5,,,,1,,,,,2,4,,1,,7,2,,5 2,1.57,113,51.26,20.67,1,2,3,2,2,2,2,2,2,2,2,4
4198497340,1,48,1,6,,,,1,,,,,3,5,,1,,7,7,,5,1.52,110,49.9,21.48,2,4,1,1,1,1,1,1,1,1,1,1
4198498486,1,59,1,2,1,,,,,,,,1,1,,1,,4,1,,5 5,1.65,150,68.04,24.96,4,6,6,7,4,3,7,4,4,1,1,4
4198498838,1,28,1,3,,,,1,,,,,3,4,,1,,7,5,,5.1,1.55,170,77.11,32.12,1,3,1,1,1,7,3,1,1,1,2,4
4198499996,1,38,1,4,,,,,1,,,,2,4,,1,,7,9,,5'3,1.6,148,67.13,26.22,3,4,2,3,3,2,5,4,4,6,5,5
4198500465,1,60,1,2,1,,,,,,,,2,6,,1,,6,1,,5 '2',1.57,150,68.04,27.44,5,5,5,5,5,5,5,4,4,5,5,5
4198501637,1,31,1,3,,,,1,,,,,2,4,,1,,7,4,,5 feet 4 inches,1.63,175 pounds,79.38,30.04,4,4,5,5,5,4,4,5,2,3,3,2
4198501777,1,27,1,2,1,,,,,,,,5,4,,1,,6,3,,5 feet 6 inches,1.68,199lbs,90.26,32.12,4,4,4,4,3,5,6,7,5,3,4,5
4198501785,1,58,1,3,1,,,,,,,,1,0,WHITE!!!,1,,7,1,,5'3,1.6,120,54.43,21.26,1,2,1,1,1,1,1,2,1,1,1,1
4198502128,1,63,1,3,,,,1,,,,,2,4,,1,,6,6,,5'7,1.7,245,111.13,38.37,3,4,4,6,3,4,5,4,5,4,4,4
4198503155,1,25,1,6,1,,,,,,,,1,5,,1,,7,7,,5' 2'',1.57,130,58.97,23.78,3,3,2,2,2,4,2,2,3,3,2,2
4198503639,1,52,1,3,1,,,,,,,,3,4,,1,,6,8,,5'4,1.63,250,113.4,42.91,4,5,4,5,4,3,4,6,4,4,3,4
4198505232,1,31,1,2,,,,1,,,,,5,2,,1,,7,4,,5'6,1.68,180,81.65,29.05,2,5,1,6,5,5,3,5,1,6,6,1
4198505373,1,64,1,4,,,,,,1,,,3,4,,1,,7,4,,5 '3,1.6,285,129.27,50.48,6,3,5,5,4,5,5,5,6,5,5,6
4198505387,1,49,1,3,1,,,,,,,,1,0,white amer,1,,7,5,,5*4,1.63,207,93.89,35.53,5,6,6,7,4,4,7,7,7,6,3,7
4198505981,1,48,1,2,,,,1,,,,,2,0,American,1,,7,3,,5'9,1.75,150,68.04,22.15,2,2,4,1,1,1,1,1,1,2,2,2
4198506003,1,31,1,4,,,,,,,,1,5,4,,1,,7,8,,5' 5,1.65,150,68.04,24.96,3,4,5,3,5,5,3,3,3,5,2,7
4198506953,1,38,1,2,,,,1,,,,,4,2,,0,spanish,2,5,,5' 4,1.63,139,63.05,23.86,4,7,3,2,7,3,2,5,7,5,7,7
4198507240,1,19,1,2,,,1,,,,1,,4,0,white,1,,7,6,,5'3,1.6,182,82.55,32.24,7,5,4,4,6,4,7,7,4,4,2,4
4198508769,1,41,1,3,1,,,,,,,,4,0,Caucasian,1,,7,4,,5'7,1.7,166,75.3,26,1,1,1,1,1,1,1,3,3,1,1,1
4198508836,1,48,1,3,,,,,1,,,,1,4,,1,,7,3,,5'3,1.6,164,74.39,29.05,1,1,1,1,1,1,4,1,1,1,1,1
4198509859,1,55,1,3,,,,,1,,,,4,4,,1,,7,5,,5'4,1.63,180,81.65,30.9,6,6,6,5,6,5,5,4,4,5,5,7
4198511283,1,53,1,3,,,,,1,,,,1,0,Black,1,,7,2,,5'4,1.63,260,117.93,44.63,3,4,2,4,3,1,4,7,5,4,4,4
4198512127,1,18,1,2,,,1,,,,1,1,4,0,White,1,,7,1,,5'5,1.65,130,58.97,21.63,3,4,3,3,5,2,1,4,2,3,4,6
4198514123,1,60,1,1,1,,,,,,,,2,1,,1,,7,3,,5'7,1.7,177,80.29,27.72,3,2,2,4,4,1,2,2,2,1,2,2
4198514425,1,26,1,5,1,,,,,,,,3,3,,1,,7,6,,5'4,1.63,180,81.65,30.9,5,5,3,5,5,2,5,5,5,5,6,6
4198515065,1,47,1,4,,,,1,,,,,4,3,,1,,7,3,,5'4,1.63,199,90.26,34.16,4,4,4,3,3,3,3,3,4,4,3,3
4198516002,1,64,1,3,,,,,,,,1,2,0,caucasion,1,,6,1,,5' 2,1.57,90,40.82,16.46,3,2,2,4,1,2,3,3,1,1,1,3
4198516365,1,57,1,4,,,,,1,,,,1,4,,1,,7,2,,5'4,1.63,180,81.65,30.9,3,3,3,3,1,1,4,1,1,3,1,1
4198516697,1,50,1,4,,,,1,,,,,6,4,,1,,7,3,,5 feet 5 inches,1.65,105,47.63,17.47,4,4,3,5,4,3,4,5,1,4,2,1
4198516782,1,56,1,3,,,,1,,,,,2,4,,1,,7,9,,5'1,1.55,153,69.4,28.91,3,3,2,3,2,4,2,3,3,2,2,3
4198516920,1,56,1,6,,,,,1,,,,1,4,,1,,7,3,,5'7,1.7,160,72.57,25.06,2,3,4,2,1,2,4,4,3,2,1,2
4198517229,1,30,1,3,,,,1,,,,,6,2,,1,,7,1,,5ft 4in,1.63,118,53.52,20.25,1,1,1,1,1,1,1,1,1,1,1,1
4198517270,1,21,1,4,1,,,,,,,,6,5,,1,,6,9,,5'4,1.63,115,52.16,19.74,2,4,1,6,5,2,1,4,3,2,1,1
4198517418,1,40,1,3,,,,1,,,,,4,0,American,1,,7,5,,5'3,1.6,220,99.79,38.97,7,7,7,7,7,7,7,7,7,7,7,7
4198517637,1,43,1,4,,,,1,,,,,4,0,White,1,,7,7,,5' 9,1.75,200,90.72,29.53,4,4,1,2,1,2,4,3,3,1,1,3
4198518020,1,27,1,3,,,,,,,1,,2,0,caucasion,1,,7,3,,5'4,1.63,140,63.5,24.03,2,3,1,6,4,4,3,6,5,4,3,5
4198518335,1,59,1,3,,,,,1,,,,2,4,,1,,7,11,,5 4,1.63,145,65.77,24.89,4,5,4,4,4,4,5,4,4,4,4,4
4198518573,1,60,1,3,,,,1,,,,,2,4,,1,,7,3,,5 ' 7,1.7,190,86.18,29.76,5,4,3,3,5,4,5,4,4,4,3,5
4198520068,1,40,1,4,1,,,,,,,,1,4,,1,,7,2,,5,1.52,110,49.9,21.48,1,2,1,1,6,1,4,4,5,1,2,1
4198521246,1,37,1,6,,,,1,,,,,6,1,,1,,7,12,,5'8,1.73,240,108.86,36.49,7,7,7,7,5,4,7,7,6,7,7,7
4198521386,1,59,1,2,,,,1,,,,,5,0,Caucasian,1,,7,3,,5ft 2inches,1.57,163,73.94,29.81,4,4,3,7,7,6,6,7,6,6,4,4
4198521482,1,56,1,2,,,,1,,,,,2,4,,1,,7,4,,5'2,1.57,145,65.77,26.52,3,3,2,4,3,3,3,4,4,4,4,4
4198521769,1,31,1,4,,,,1,,,,,2,0,"Cherokee,",1,,7,4,,5'5,1.65,240,108.86,39.94,4,4,4,4,4,4,4,4,4,4,4,4
4198523653,1,27,1,2,1,,,,,,,,2,4,,1,,7,1,,5'6,1.68,150,68.04,24.21,1,2,1,4,1,4,2,4,1,1,1,1
4198527869,1,23,1,1,1,,,,,,,,2,2,,1,,7,3,,"5,4",1.63,150,68.04,25.75,6,7,5,7,6,6,7,7,7,7,7,7
4198528051,1,27,1,4,,,1,,,,1,,2,4,,1,,7,5,,5'5,1.65,144,65.32,23.96,4,3,1,3,1,2,4,1,5,5,2,6
4198529809,1,52,1,2,1,,,,,,,,1,1,,1,,7,6,,5'5,1.65,n/a,0,0,1,4,1,1,1,2,1,1,1,1,1,1
4198530417,1,20,1,3,,,1,,,,1,,2,6,,1,,7,5,,5ft 3in,1.6,199,90.26,35.25,7,7,5,5,7,3,4,5,7,7,7,7
4198531226,1,31,1,3,,,,1,,,,,6,0,Caucasian,1,,7,5,,5'2,1.57,135,61.23,24.69,5,4,6,4,4,6,1,6,3,3,4,4
4198535805,1,22,1,2,1,,,,,,,,7,2,,1,,7,1,,5'3,1.6,130,58.97,23.03,2,7,4,4,3,3,6,4,5,7,5,7
4198537930,1,46,1,6,,,,,1,,,,4,1,,1,,7,1,,5'4.5,1.65,170,77.11,28.29,6,5,4,5,4,2,6,6,3,4,4,5
4198540284,1,28,1,2,1,,,,,,,,2,0,White,1,,7,3,,5'6,1.68,300,136.08,48.42,4,5,2,5,2,2,5,5,3,4,3,5
4198543577,1,33,1,2,,,,,,,1,,3,4,,1,,7,2,,5'7,1.7,200,90.72,31.32,5,6,6,5,3,2,6,4,5,6,6,6
4198544109,1,43,1,1,1,,,,,,,,3,1,,1,,7,1,,5-May,1.65,240,108.86,39.94,1,4,1,1,1,1,1,1,1,1,1,1
4198546478,1,54,1,4,1,,,,,,,,1,4,,1,,7,3,,5'5,1.65,179,81.19,29.79,4,4,3,3,4,4,3,5,4,4,4,4
4198546546,1,29,1,4,1,,,,,,,,3,1,,1,,7,6,,5'6,1.68,140,63.5,22.6,2,2,2,2,2,2,2,2,2,2,2,2
4198548466,1,68,1,3,1,,,,,,,,1,1,,1,,7,3,,5'6,1.68,160,72.57,25.82,2,3,1,1,1,4,2,1,1,1,1,1
4198549880,1,36,1,3,,,,,1,,1,1,4,4,,1,,7,4,,5' 10,1.78,150,68.04,21.52,1,1,1,1,1,4,1,1,1,1,1,1
4198550351,1,24,1,2,,,,1,,,,,4,2,,1,,6,1,,5:01,1.55,150,68.04,28.34,1,2,2,1,2,4,2,2,2,2,2,1
4198552270,1,21,1,3,,,,1,,,,,3,2,,0,spanish,7,3,,5'2,1.57,121,54.88,22.13,1,4,1,1,1,1,1,1,1,1,1,1
4198552749,1,31,1,4,1,,,,,,,,2,4,,1,,7,3,,5.6,1.68,204.6,92.8,33.02,4,4,4,5,3,4,2,4,4,1,1,4
4198554747,1,29,1,2,,,,1,,,,,3,0,White,1,,7,4,,5 feet 1 inch,1.55,150,68.04,28.34,4,6,7,4,4,4,4,7,7,3,5,7
4198555700,1,30,1,6,,,,1,,,,,2,4,,1,,7,10,,5'6,1.68,280,127.01,45.19,4,5,5,4,5,4,3,4,4,4,3,5
4198556455,1,28,1,4,,,,,,,1,,5,2,,1,,7,7,,5 4,1.63,170,77.11,29.18,2,5,4,4,5,5,3,3,3,2,3,4
4198559010,1,32,1,3,,,,1,,,,,2,0,caucian,1,,7,1,,5'5,1.65,155,70.31,25.79,7,6,6,6,6,6,6,6,6,6,5,5
4198560835,1,33,1,3,1,,,,,,,,1,0,white & bl,1,,7,3,,5'1,1.55,140,63.5,26.45,7,6,4,5,4,3,6,6,4,7,4,7
4198562040,1,29,1,2,,,,,,,1,,6,4,,1,,7,3,,5' 2,1.57,155,70.31,28.35,4,4,3,1,2,4,4,3,1,4,3,5
4198562456,1,28,1,3,,,,1,,,,,5,4,,1,,7,3,,5'5,1.65,220,99.79,36.61,4,6,4,2,4,5,2,3,3,4,4,6
4198569738,1,43,1,3,,,,1,,,,,3,4,,1,,7,4,,5 feet 11 inchs,1.8,225,102.06,31.38,4,4,6,4,4,5,6,4,4,6,3,7
4198570349,1,35,1,1,1,,,,,,,,3,1,,1,,7,7,,"5"""" 5",1.65,132,59.87,21.97,1,7,1,1,1,1,1,1,1,1,1,1
4198573908,1,27,1,6,1,,,,,,,,5,4,,1,,5,6,,5'5,1.65,303,137.44,50.42,4,6,4,4,4,3,4,5,4,5,4,5
4198574589,1,35,1,6,1,,,,,,,,1,5,,1,,7,4,,5ft3in,1.6,155,70.31,27.46,1,1,1,1,1,1,1,1,1,1,1,1
4198575287,1,31,1,4,,,,1,,,,,4,3,,1,,7,4,,5'0,1.52,190lbs,86.18,37.11,2,2,1,1,1,1,2,1,5,2,1,1
4198575721,1,21,1,3,,,,,,,1,,2,5,,1,,7,3,,5'1,1.55,145,65.77,27.4,1,1,2,2,1,2,1,1,1,1,1,1
4198575791,1,30,1,4,,,,1,,,,,3,4,,1,,7,4,,5' 8,1.73,165,74.84,25.09,2,3,3,4,2,4,4,6,4,2,1,3
4198577732,1,18,1,2,,,1,,,,,,1,1,,1,,7,1,,5'3,1.6,150,68.04,26.57,7,7,7,7,7,1,7,7,7,7,7,7
4198579330,1,30,1,6,,,,,,,1,,5,0,Hispanic/w,1,,7,3,,5ft. 5in.,1.65,212lbs,96.16,35.28,6,6,6,4,2,4,3,3,1,5,4,6
4198579528,1,27,1,2,1,,,,,,,,1,0,Black and,1,,7,3,,5 feet 10 inches,1.78,320,145.15,45.91,7,6,6,6,6,3,5,5,6,6,6,6
4198581045,1,43,1,3,1,,,,,,,,1,4,,1,,7,2,,5 10,1.78,222,100.7,31.85,4,5,3,4,4,4,3,4,3,4,3,5
4198581597,1,24,1,4,,,1,,,,,,2,2,,1,,7,8,,5'5,1.65,130,58.97,21.63,5,6,4,5,5,5,6,4,5,5,5,4
4198590609,1,53,1,3,1,,,,,,,,3,4,,1,,7,3,,5'3,1.6,165,74.84,29.23,2,2,2,4,3,4,4,2,4,3,1,1
4198590953,1,55,1,4,,,,,1,,1,,2,0,White,1,,7,4,,5 feet 1 inch,1.55,345,156.49,65.19,3,3,3,4,3,4,4,3,3,3,3,2
4198597825,1,49,1,3,,,,1,,,,,2,4,,1,,7,3,,5ft 9in,1.75,233 lbs,105.69,34.41,3,1,1,5,1,5,4,4,4,2,2,4
4198599876,1,50,1,3,,,,,,,1,,2,0,white,1,,7,12,,5'5,1.65,127,57.61,21.13,2,3,2,2,1,2,1,2,1,1,1,1
4198601766,1,49,1,1,1,,,,,,,,1,1,,1,,7,1,,5'10,1.78,230,104.33,33,2,2,2,3,1,1,5,7,7,1,1,2
4198602483,1,44,1,3,,,,,1,,,,1,6,,1,,7,1,,5'3,1.6,173,78.47,30.65,4,3,4,4,4,4,2,5,4,5,4,5
4198605161,1,41,1,4,,,,1,,,,,3,1,,1,,7,2,,5'1,1.55,253,114.76,47.8,2,1,1,1,7,3,7,7,4,4,4,1
4198606061,1,47,1,3,,,,,1,,,,2,0,Caucasian,1,,7,3,,5ft 1in,1.55,240,108.86,45.35,1,7,3,2,2,4,2,6,6,2,2,1
4198609563,1,53,1,2,,,,1,,,,,2,0,white/cauc,1,,7,2,,5ft 5,1.65,180,81.65,29.95,1,2,1,1,1,2,1,4,4,1,1,1
4198610523,1,37,1,3,,,1,,,,1,,7,4,,1,,7,4,,5'6,1.68,232,105.23,37.45,2,2,4,3,4,4,4,3,5,4,3,2
4198611819,1,36,1,3,1,,,,,,,,2,0,Caucasian,1,,7,4,,5 feet 4 inches,1.63,152 pounds,68.95,26.09,3,2,2,2,2,4,4,2,3,3,3,4
4198658728,1,52,1,2,,,,1,,,,,3,6,,1,,7,3,,5 3,1.6,165,74.84,29.23,1,2,1,2,1,4,1,3,3,2,2,2
4198705179,1,50,1,3,,,,1,,,,,2,4,,1,,7,6,,5 ft 5 in,1.65,167,75.75,27.79,1,4,1,1,3,2,1,3,2,2,1,1
4198707879,1,41,1,6,,,,1,,,,,4,3,,1,,7,7,,5 feet 10 inches,1.78,221,100.24,31.71,3,3,2,4,2,2,3,3,4,2,2,2
4198713474,1,43,1,6,,,,1,,,,,3,4,,1,,7,12,,5'4,1.63,130,58.97,22.31,6,7,6,6,5,6,5,6,7,4,6,6
4198721387,1,55,1,2,,,,,,,,1,1,0,White/Cauc,1,,7,1,,5'1,1.55,170,77.11,32.12,4,7,5,7,5,4,6,6,7,3,6,7
4198731873,1,37,1,2,,,,,1,,1,,4,4,,1,,7,8,,5' 3,1.6,123,55.79,21.79,2,3,2,2,2,4,2,4,4,2,2,3
4198744274,1,51,1,4,1,,,,,,,,1,4,,1,,7,5,,5'2,1.57,129,58.51,23.59,3,3,2,3,3,3,3,3,3,3,2,2
4198483095,1,35,1,6,1,,,,,,,,1,4,,1,,7,3,,5'5,1.65,200,90.72,33.28,6,5,2,4,5,5,3,4,5,5,4,6
4187228209,1,34,1,3,,,,1,,,,,6,4,,1,,7,6,,5'4,1.63,150,68.04,25.75,1,1,1,1,1,1,1,1,1,1,1,1
4187229583,1,37,1,4,1,,,,,,,,1,4,,1,,6,1,,5'9,1.75,175,79.38,25.84,1,1,1,1,1,1,1,1,1,1,1,1
4187240080,1,55,1,4,,,,1,,,,,4,4,,1,,7,7,,5 feet 7 inches,1.7,130,58.97,20.36,1,1,1,2,1,1,1,1,1,1,1,1
4187244978,1,19,1,3,,,1,,,,,,3,0,White and,1,,7,11,,5 feet 8 inches,1.73,125 pounds,56.7,19.01,7,7,7,7,7,7,7,7,7,7,7,7
4187249911,1,33,1,2,1,,,,,,,,1,4,,1,,7,3,,5 foot 8 inches,1.73,135,61.23,20.53,1,1,1,1,1,1,1,1,5,1,1,1
4187257165,1,33,1,2,,,,1,,,,,5,4,,1,,7,4,,5 3,1.6,176,79.83,31.18,1,1,1,1,1,1,1,1,1,1,1,1
4198426986,1,49,1,2,,,1,,,,1,,2,1,,1,,7,4,,5'5,1.65,110,49.9,18.3,1,1,1,1,1,1,1,1,1,1,1,1
4198443401,1,64,1,3,1,,,,,,,,1,0,race is no,1,,7,7,,5' 4,1.63,155,70.31,26.61,1,1,1,1,1,1,1,1,1,1,1,1
4198448270,1,53,1,3,1,,,,1,,,,1,4,,1,,7,3,,5'2,1.57,125,56.7,22.86,1,1,1,1,1,1,1,1,1,1,1,1
4198454827,1,27,1,4,1,,,,,,,,3,0,caribbean,1,,7,9,,5'2 1/2,1.6,105,47.63,18.6,1,1,1,1,1,1,1,1,1,1,1,1
4198461460,1,30,1,3,,,,1,,,,,2,4,,1,,7,7,,5'6,1.68,245,111.13,39.54,5,5,5,5,5,5,5,5,5,5,5,5
4198473017,1,36,1,3,,,,1,,,,,4,1,,1,,7,6,,69,2.06,190,86.18,20.36,1,1,1,1,1,1,1,1,1,1,1,1
4198497075,1,40,1,4,1,,,,,,,,1,1,,1,,7,11,,"5""""3",1.6,155,70.31,27.46,1,1,1,1,1,1,1,1,1,1,1,1
4198503906,1,27,1,4,,,1,,1,,,1,4,6,,1,,7,1,,5' 4,1.63,85,38.56,14.59,1,1,1,1,1,1,1,1,1,1,1,1
4198582652,1,45,1,2,1,,,,,,,,2,0,caucasion,1,,7,4,,5'6,1.68,160,72.57,25.82,1,1,1,1,1,7,7,7,7,1,1,1
4187141339,1,57,2,4,,,,1,,,,,3,1,,1,,5,9,,66,1.98,100,45.36,11.56,5,5,5,6,5,6,6,5,4,5,6,6
4187142591,1,28,2,5,1,,,,,,,,1,2,,1,,7,3,,5'7,1.7,182,82.55,28.5,5,4,6,5,4,7,6,4,5,3,5,6
4187144430,1,22,2,3,1,,,,,,,,5,4,,1,,7,5,,5'3,1.6,122lbs.,55.34,21.61,1,4,1,1,1,1,1,4,1,1,1,3
4187144515,1,53,2,2,,,,,1,,,,1,3,,1,,7,2,,6 0,1.83,178,80.74,24.14,2,3,2,3,2,2,3,3,2,2,2,2
4187144877,1,49,2,4,1,,,,,,,,3,0,Asian + Wh,1,,7,4,,"5 ft., 8 in.",1.73,135,61.23,20.53,1,1,1,1,1,1,1,1,1,1,1,1
4187144965,1,20,2,3,,,1,,,,,,5,2,,1,,5,7,,5'10,1.78,175,79.38,25.11,4,4,4,4,4,4,4,4,4,4,4,4
4187145335,1,42,2,6,,,,1,,,,,4,4,,1,,7,6,,6'2,1.88,315,142.88,40.44,7,7,7,7,6,1,1,7,7,7,7,7
4187149448,1,23,2,4,,,,,,,1,,1,4,,1,,6,7,,5 10,1.78,180,81.65,25.83,5,6,5,4,5,6,5,4,5,6,5,4
4187150023,1,63,2,2,,,,1,,,,,2,4,,1,,7,5,,6feet 2 inches,1.88,165,74.84,21.18,1,5,1,1,1,2,1,1,2,1,1,1
4187150037,1,60,2,3,,,,1,,,,,3,0,mayflower,1,,7,11,,5 * 10,1.78,300,136.08,43.05,3,3,3,4,2,3,3,4,4,4,3,4
4187150160,1,27,2,6,,,,1,,,,,3,2,,0,spanish,6,6,,1.7,0,120,54.43,,1,7,1,1,1,1,1,5,5,1,1,1
4187150267,1,59,2,2,1,,,,,,,,1,3,,1,,7,3,,5feet 11 inches,1.8,180,81.65,25.1,1,2,1,1,1,1,1,1,1,1,1,1
4187155182,1,35,2,4,1,,,,,,,,4,1,,1,,7,11,,6 feet and 2 inches,1.88,178,80.74,22.85,1,1,1,1,1,1,1,1,1,1,1,1
4187155220,1,20,2,2,1,,,,,,,,3,0,white,1,,7,1,,6ft3,1.91,180,81.65,22.5,1,7,2,1,1,1,3,5,7,7,7,1
4187156349,1,32,2,2,,,,1,,,,,3,2,,0,spanish,4,4,,5 6,1.68,145,65.77,23.4,7,7,7,7,7,1,1,7,7,1,4,7
4187158497,1,35,2,3,,,,,1,,,,7,4,,1,,7,7,,"5,9",1.75,185,83.91,27.32,1,2,2,2,1,7,7,7,7,1,2,2
